Hospital,Date,Bed Type,Status,Count
All SF Acute Hospitals,12/16/2020,Acute Care Surge,Occupied Surge,13
All SF Acute Hospitals,12/17/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/17/2020,Acute Care,Available,344
All SF Acute Hospitals,12/17/2020,Acute Care Surge,Available,233
All SF Acute Hospitals,12/17/2020,Intensive Care,Available,75
All SF Acute Hospitals,12/17/2020,Intensive Care,COVID-19 (Confirmed & Suspected),44
All SF Acute Hospitals,12/17/2020,Intensive Care,Other Patients,167
All SF Acute Hospitals,12/17/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/17/2020,Acute Care,COVID-19 (Confirmed & Suspected),127
All SF Acute Hospitals,12/17/2020,Acute Care,Other Patients,1145
All SF Acute Hospitals,12/17/2020,Acute Care Surge,Occupied Surge,14
All SF Acute Hospitals,12/18/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/18/2020,Acute Care,Available,336
All SF Acute Hospitals,12/18/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,12/18/2020,Intensive Care,Available,90
All SF Acute Hospitals,12/18/2020,Intensive Care,COVID-19 (Confirmed & Suspected),41
All SF Acute Hospitals,12/18/2020,Intensive Care,Other Patients,155
All SF Acute Hospitals,12/18/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/18/2020,Acute Care,COVID-19 (Confirmed & Suspected),140
All SF Acute Hospitals,12/18/2020,Acute Care,Other Patients,1140
All SF Acute Hospitals,12/18/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/19/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/19/2020,Acute Care,Available,412
All SF Acute Hospitals,12/19/2020,Acute Care Surge,Available,241
All SF Acute Hospitals,12/19/2020,Intensive Care,Available,90
All SF Acute Hospitals,12/19/2020,Intensive Care,COVID-19 (Confirmed & Suspected),45
All SF Acute Hospitals,12/19/2020,Intensive Care,Other Patients,151
All SF Acute Hospitals,12/19/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/19/2020,Acute Care,COVID-19 (Confirmed & Suspected),140
All SF Acute Hospitals,12/19/2020,Acute Care,Other Patients,1064
All SF Acute Hospitals,12/19/2020,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,12/20/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/20/2020,Acute Care,Available,419
All SF Acute Hospitals,12/20/2020,Acute Care Surge,Available,243
All SF Acute Hospitals,12/20/2020,Intensive Care,Available,90
All SF Acute Hospitals,12/20/2020,Intensive Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,12/20/2020,Intensive Care,Other Patients,148
All SF Acute Hospitals,12/20/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/20/2020,Acute Care,COVID-19 (Confirmed & Suspected),136
All SF Acute Hospitals,12/20/2020,Acute Care,Other Patients,1061
All SF Acute Hospitals,12/20/2020,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,12/21/2020,Intensive Care Surge,Available,297
All SF Acute Hospitals,12/21/2020,Acute Care,Available,377
All SF Acute Hospitals,12/21/2020,Intensive Care,Available,75
All SF Acute Hospitals,12/21/2020,Intensive Care,COVID-19 (Confirmed & Suspected),50
All SF Acute Hospitals,12/21/2020,Intensive Care,Other Patients,161
All SF Acute Hospitals,12/21/2020,Intensive Care Surge,Occupied Surge,1
All SF Acute Hospitals,12/21/2020,Acute Care,COVID-19 (Confirmed & Suspected),129
All SF Acute Hospitals,12/21/2020,Acute Care,Other Patients,1110
All SF Acute Hospitals,12/21/2020,Acute Care Surge,Occupied Surge,9
All SF Acute Hospitals,12/21/2020,Acute Care Surge,Available,238
All SF Acute Hospitals,12/22/2020,Intensive Care Surge,Available,292
All SF Acute Hospitals,12/22/2020,Acute Care,Available,344
All SF Acute Hospitals,12/22/2020,Acute Care Surge,Available,244
All SF Acute Hospitals,12/22/2020,Intensive Care,Available,80
All SF Acute Hospitals,12/22/2020,Intensive Care,COVID-19 (Confirmed & Suspected),49
All SF Acute Hospitals,12/22/2020,Intensive Care,Other Patients,157
All SF Acute Hospitals,12/22/2020,Intensive Care Surge,Occupied Surge,6
All SF Acute Hospitals,12/22/2020,Acute Care,COVID-19 (Confirmed & Suspected),140
All SF Acute Hospitals,12/22/2020,Acute Care,Other Patients,1132
All SF Acute Hospitals,12/22/2020,Acute Care Surge,Occupied Surge,3
All SF Acute Hospitals,12/23/2020,Intensive Care Surge,Available,293
All SF Acute Hospitals,12/23/2020,Acute Care,Available,424
All SF Acute Hospitals,12/23/2020,Acute Care Surge,Available,241
All SF Acute Hospitals,12/23/2020,Intensive Care,Available,77
All SF Acute Hospitals,12/23/2020,Intensive Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,12/23/2020,Intensive Care,Other Patients,154
All SF Acute Hospitals,12/23/2020,Intensive Care Surge,Occupied Surge,5
All SF Acute Hospitals,12/23/2020,Acute Care,COVID-19 (Confirmed & Suspected),140
All SF Acute Hospitals,12/23/2020,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,12/23/2020,Acute Care,Other Patients,1052
All SF Acute Hospitals,12/24/2020,Intensive Care Surge,Available,295
All SF Acute Hospitals,12/24/2020,Acute Care,Available,567
All SF Acute Hospitals,12/24/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,12/24/2020,Intensive Care,Other Patients,140
All SF Acute Hospitals,12/24/2020,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,12/24/2020,Acute Care,COVID-19 (Confirmed & Suspected),127
All SF Acute Hospitals,12/24/2020,Acute Care,Other Patients,922
All SF Acute Hospitals,12/24/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/24/2020,Intensive Care,Available,93
All SF Acute Hospitals,12/24/2020,Intensive Care,COVID-19 (Confirmed & Suspected),53
All SF Acute Hospitals,12/25/2020,Intensive Care Surge,Available,295
All SF Acute Hospitals,12/25/2020,Acute Care,Available,559
All SF Acute Hospitals,12/25/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,12/25/2020,Intensive Care,Available,101
All SF Acute Hospitals,12/25/2020,Intensive Care,COVID-19 (Confirmed & Suspected),51
All SF Acute Hospitals,12/25/2020,Intensive Care,Other Patients,134
All SF Acute Hospitals,12/25/2020,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,12/25/2020,Acute Care,COVID-19 (Confirmed & Suspected),139
All SF Acute Hospitals,12/25/2020,Acute Care,Other Patients,918
All SF Acute Hospitals,12/25/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/26/2020,Intensive Care Surge,Available,295
All SF Acute Hospitals,12/26/2020,Acute Care,Available,553
All SF Acute Hospitals,12/26/2020,Acute Care Surge,Available,243
All SF Acute Hospitals,12/26/2020,Intensive Care,Available,95
All SF Acute Hospitals,12/26/2020,Intensive Care,COVID-19 (Confirmed & Suspected),49
All SF Acute Hospitals,12/26/2020,Intensive Care,Other Patients,142
All SF Acute Hospitals,12/26/2020,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,12/26/2020,Acute Care,COVID-19 (Confirmed & Suspected),145
All SF Acute Hospitals,12/26/2020,Acute Care,Other Patients,918
All SF Acute Hospitals,12/26/2020,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,12/27/2020,Intensive Care Surge,Available,296
All SF Acute Hospitals,12/27/2020,Acute Care,Available,526
All SF Acute Hospitals,12/27/2020,Acute Care Surge,Available,233
All SF Acute Hospitals,12/27/2020,Intensive Care,Available,97
All SF Acute Hospitals,12/27/2020,Intensive Care,COVID-19 (Confirmed & Suspected),53
All SF Acute Hospitals,12/27/2020,Intensive Care,Other Patients,136
All SF Acute Hospitals,12/27/2020,Intensive Care Surge,Occupied Surge,2
All SF Acute Hospitals,12/27/2020,Acute Care,COVID-19 (Confirmed & Suspected),150
All SF Acute Hospitals,12/27/2020,Acute Care,Other Patients,940
All SF Acute Hospitals,12/27/2020,Acute Care Surge,Occupied Surge,14
All SF Acute Hospitals,12/28/2020,Intensive Care,Available,90
All SF Acute Hospitals,12/28/2020,Intensive Care,COVID-19 (Confirmed & Suspected),59
All SF Acute Hospitals,12/28/2020,Intensive Care,Other Patients,137
All SF Acute Hospitals,12/28/2020,Intensive Care Surge,Occupied Surge,2
All SF Acute Hospitals,12/28/2020,Acute Care,COVID-19 (Confirmed & Suspected),164
All SF Acute Hospitals,12/28/2020,Acute Care,Other Patients,1003
All SF Acute Hospitals,12/28/2020,Acute Care Surge,Occupied Surge,17
All SF Acute Hospitals,12/28/2020,Intensive Care Surge,Available,296
All SF Acute Hospitals,12/28/2020,Acute Care,Available,449
All SF Acute Hospitals,12/28/2020,Acute Care Surge,Available,230
All SF Acute Hospitals,12/29/2020,Intensive Care Surge,Available,297
All SF Acute Hospitals,12/29/2020,Acute Care,Available,452
All SF Acute Hospitals,12/29/2020,Acute Care Surge,Available,242
All SF Acute Hospitals,12/29/2020,Intensive Care,Available,88
All SF Acute Hospitals,12/29/2020,Intensive Care,COVID-19 (Confirmed & Suspected),61
All SF Acute Hospitals,12/29/2020,Intensive Care,Other Patients,137
All SF Acute Hospitals,12/29/2020,Intensive Care Surge,Occupied Surge,1
All SF Acute Hospitals,12/29/2020,Acute Care,COVID-19 (Confirmed & Suspected),166
All SF Acute Hospitals,12/29/2020,Acute Care,Other Patients,998
All SF Acute Hospitals,12/29/2020,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,12/30/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/30/2020,Acute Care,Available,545
All SF Acute Hospitals,12/30/2020,Acute Care Surge,Available,243
All SF Acute Hospitals,12/30/2020,Intensive Care,Available,99
All SF Acute Hospitals,12/30/2020,Intensive Care,COVID-19 (Confirmed & Suspected),58
All SF Acute Hospitals,12/30/2020,Intensive Care,Other Patients,129
All SF Acute Hospitals,12/30/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/30/2020,Acute Care,COVID-19 (Confirmed & Suspected),170
All SF Acute Hospitals,12/30/2020,Acute Care,Other Patients,901
All SF Acute Hospitals,12/30/2020,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,12/31/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/31/2020,Acute Care,Available,510
All SF Acute Hospitals,12/31/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,12/31/2020,Intensive Care,Available,98
All SF Acute Hospitals,12/31/2020,Intensive Care,COVID-19 (Confirmed & Suspected),57
All SF Acute Hospitals,12/31/2020,Intensive Care,Other Patients,131
All SF Acute Hospitals,12/31/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/31/2020,Acute Care,COVID-19 (Confirmed & Suspected),167
All SF Acute Hospitals,12/31/2020,Acute Care,Other Patients,939
All SF Acute Hospitals,12/31/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,1/1/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,1/1/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,1/1/2021,Intensive Care,Available,106
All SF Acute Hospitals,1/1/2021,Intensive Care,COVID-19 (Confirmed & Suspected),59
All SF Acute Hospitals,1/1/2021,Intensive Care,Other Patients,121
All SF Acute Hospitals,1/1/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,1/1/2021,Acute Care,COVID-19 (Confirmed & Suspected),168
All SF Acute Hospitals,1/1/2021,Acute Care,Other Patients,946
All SF Acute Hospitals,1/1/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,1/1/2021,Acute Care,Available,502
All SF Acute Hospitals,1/2/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,1/2/2021,Acute Care,Available,555
All SF Acute Hospitals,1/2/2021,Acute Care Surge,Available,235
All SF Acute Hospitals,1/2/2021,Intensive Care,Available,103
All SF Acute Hospitals,1/2/2021,Intensive Care,COVID-19 (Confirmed & Suspected),57
All SF Acute Hospitals,1/2/2021,Intensive Care,Other Patients,126
All SF Acute Hospitals,1/2/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,1/2/2021,Acute Care,COVID-19 (Confirmed & Suspected),162
All SF Acute Hospitals,1/2/2021,Acute Care,Other Patients,899
All SF Acute Hospitals,1/2/2021,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,1/3/2021,Intensive Care Surge,Available,292
All SF Acute Hospitals,1/3/2021,Acute Care,Available,525
All SF Acute Hospitals,1/3/2021,Acute Care Surge,Available,230
All SF Acute Hospitals,1/3/2021,Intensive Care,Available,100
All SF Acute Hospitals,1/3/2021,Intensive Care,COVID-19 (Confirmed & Suspected),58
All SF Acute Hospitals,1/3/2021,Intensive Care,Other Patients,128
All SF Acute Hospitals,1/3/2021,Intensive Care Surge,Occupied Surge,6
All SF Acute Hospitals,1/3/2021,Acute Care,COVID-19 (Confirmed & Suspected),165
All SF Acute Hospitals,1/3/2021,Acute Care,Other Patients,926
All SF Acute Hospitals,1/3/2021,Acute Care Surge,Occupied Surge,17
All SF Acute Hospitals,1/4/2021,Intensive Care Surge,Available,295
All SF Acute Hospitals,1/4/2021,Acute Care,Available,428
All SF Acute Hospitals,1/4/2021,Acute Care Surge,Available,224
All SF Acute Hospitals,1/4/2021,Intensive Care,Available,83
All SF Acute Hospitals,1/4/2021,Intensive Care,COVID-19 (Confirmed & Suspected),63
All SF Acute Hospitals,1/4/2021,Intensive Care,Other Patients,140
All SF Acute Hospitals,1/4/2021,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,1/4/2021,Acute Care,COVID-19 (Confirmed & Suspected),170
All SF Acute Hospitals,1/4/2021,Acute Care,Other Patients,1018
All SF Acute Hospitals,1/4/2021,Acute Care Surge,Occupied Surge,23
All SF Acute Hospitals,1/5/2021,Intensive Care Surge,Available,295
All SF Acute Hospitals,1/5/2021,Acute Care Surge,Available,238
All SF Acute Hospitals,1/5/2021,Intensive Care,Available,67
All SF Acute Hospitals,1/5/2021,Intensive Care,COVID-19 (Confirmed & Suspected),63
All SF Acute Hospitals,1/5/2021,Intensive Care,Other Patients,156
All SF Acute Hospitals,1/5/2021,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,1/5/2021,Acute Care,COVID-19 (Confirmed & Suspected),186
All SF Acute Hospitals,1/5/2021,Acute Care,Other Patients,1063
All SF Acute Hospitals,1/5/2021,Acute Care Surge,Occupied Surge,9
All SF Acute Hospitals,1/5/2021,Acute Care,Available,367
All SF Acute Hospitals,1/6/2021,Intensive Care Surge,Available,295
All SF Acute Hospitals,1/6/2021,Acute Care,Available,377
All SF Acute Hospitals,1/6/2021,Acute Care Surge,Available,235
All SF Acute Hospitals,1/6/2021,Intensive Care,Available,64
All SF Acute Hospitals,1/6/2021,Intensive Care,COVID-19 (Confirmed & Suspected),62
All SF Acute Hospitals,1/6/2021,Intensive Care,Other Patients,160
All SF Acute Hospitals,1/6/2021,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,1/6/2021,Acute Care,COVID-19 (Confirmed & Suspected),191
All SF Acute Hospitals,1/6/2021,Acute Care,Other Patients,1048
All SF Acute Hospitals,1/6/2021,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,1/7/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,1/7/2021,Acute Care,Available,332
All SF Acute Hospitals,1/7/2021,Acute Care Surge,Available,231
All SF Acute Hospitals,1/7/2021,Intensive Care,Available,80
All SF Acute Hospitals,1/7/2021,Intensive Care,COVID-19 (Confirmed & Suspected),63
All SF Acute Hospitals,1/7/2021,Intensive Care,Other Patients,143
All SF Acute Hospitals,1/7/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,1/7/2021,Acute Care,COVID-19 (Confirmed & Suspected),188
All SF Acute Hospitals,1/7/2021,Acute Care,Other Patients,1096
All SF Acute Hospitals,1/7/2021,Acute Care Surge,Occupied Surge,16
All SF Acute Hospitals,1/8/2021,Intensive Care Surge,Available,296
All SF Acute Hospitals,1/8/2021,Acute Care,Available,367
All SF Acute Hospitals,1/8/2021,Acute Care Surge,Available,231
All SF Acute Hospitals,1/8/2021,Intensive Care,COVID-19 (Confirmed & Suspected),61
All SF Acute Hospitals,1/8/2021,Acute Care,COVID-19 (Confirmed & Suspected),189
All SF Acute Hospitals,1/8/2021,Acute Care,Other Patients,1060
All SF Acute Hospitals,1/8/2021,Acute Care Surge,Occupied Surge,16
All SF Acute Hospitals,1/8/2021,Intensive Care,Available,72
All SF Acute Hospitals,1/8/2021,Intensive Care,Other Patients,153
All SF Acute Hospitals,1/8/2021,Intensive Care Surge,Occupied Surge,2
All SF Acute Hospitals,1/9/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,1/9/2021,Acute Care,Available,413
All SF Acute Hospitals,1/9/2021,Acute Care Surge,Available,226
All SF Acute Hospitals,1/9/2021,Intensive Care,Available,82
All SF Acute Hospitals,1/9/2021,Intensive Care,COVID-19 (Confirmed & Suspected),61
All SF Acute Hospitals,1/9/2021,Intensive Care,Other Patients,143
All SF Acute Hospitals,1/9/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,1/9/2021,Acute Care,COVID-19 (Confirmed & Suspected),207
All SF Acute Hospitals,1/9/2021,Acute Care,Other Patients,996
All SF Acute Hospitals,1/9/2021,Acute Care Surge,Occupied Surge,21
All SF Acute Hospitals,1/10/2021,Intensive Care Surge,Available,295
All SF Acute Hospitals,1/10/2021,Acute Care,Available,429
All SF Acute Hospitals,1/10/2021,Acute Care Surge,Available,235
All SF Acute Hospitals,1/10/2021,Intensive Care,Available,83
All SF Acute Hospitals,1/10/2021,Intensive Care,COVID-19 (Confirmed & Suspected),60
All SF Acute Hospitals,1/10/2021,Intensive Care,Other Patients,143
All SF Acute Hospitals,1/10/2021,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,1/10/2021,Acute Care,COVID-19 (Confirmed & Suspected),197
All SF Acute Hospitals,1/10/2021,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,1/10/2021,Acute Care,Other Patients,990
All SF Acute Hospitals,1/11/2021,Intensive Care Surge,Available,293
All SF Acute Hospitals,1/11/2021,Acute Care,Available,348
All SF Acute Hospitals,1/11/2021,Acute Care Surge,Available,228
All SF Acute Hospitals,1/11/2021,Intensive Care,Available,64
All SF Acute Hospitals,1/11/2021,Intensive Care,COVID-19 (Confirmed & Suspected),68
All SF Acute Hospitals,1/11/2021,Intensive Care,Other Patients,154
All SF Acute Hospitals,1/11/2021,Intensive Care Surge,Occupied Surge,5
All SF Acute Hospitals,1/11/2021,Acute Care,COVID-19 (Confirmed & Suspected),200
All SF Acute Hospitals,1/11/2021,Acute Care,Other Patients,1068
All SF Acute Hospitals,1/11/2021,Acute Care Surge,Occupied Surge,19
All SF Acute Hospitals,1/12/2021,Intensive Care Surge,Available,294
All SF Acute Hospitals,1/12/2021,Acute Care,Available,316
All SF Acute Hospitals,1/12/2021,Acute Care Surge,Available,226
All SF Acute Hospitals,1/12/2021,Intensive Care,Available,69
All SF Acute Hospitals,1/12/2021,Intensive Care,COVID-19 (Confirmed & Suspected),64
All SF Acute Hospitals,1/12/2021,Intensive Care,Other Patients,153
All SF Acute Hospitals,1/12/2021,Intensive Care Surge,Occupied Surge,4
All SF Acute Hospitals,1/12/2021,Acute Care,COVID-19 (Confirmed & Suspected),198
